Key,english
gunsvtDesc,"Tokarev SVT-40 Sniper\n\nUses Ammo Type: [D3CE1D]7.62×54R[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]\n\nDMR Bonus: Deals [4FBE28]25%[-] extra damage."
gunsvd,"[004CFF]SVDS 'Dragunow'[-]"
gunsvdDesc,"SVDS Dragunow Sniper Rifle\n\nUses Ammo Type: [D3CE1D]7.62×54R[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]\n\nDMR Bonus: Deals [4FBE28]25%[-] extra damage."
gunash12,"[BB00FF]ASh-12[-]"
gunash12Desc,"ASh-12 Assault Rifle\n\nUses Ammo Type: [D3CE1D]12.7×55[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunrpk16,"[BB00FF]RPK-16[-]"
gunrpk16Desc,"RPK-16 Light Machine Gun\n\nUses Ammo Type: [D3CE1D]5.45×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunfnminimi,"[FFD700]FN Minimi[-]"
gunfnminimiDesc,"FN Minimi Light Machine Gun\n\nUses Ammo Type: [D3CE1D]5.56×45[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunrpd,"[BB00FF]RPD[-]"
gunrpdDesc,"Degtyarev RPD Machine Gun\n\nUses Ammo Type: [D3CE1D]7.62×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]\n\nRequires a B-25U grip to equip flashlights/lasers."
gunm60e6,"[FFD700]M60E6[-]"
gunm60e6Desc,"M60E6 Machine Gun\n\nUses Ammo Type: [D3CE1D]7.62×51[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunpkp,"[FFD700]PKP Pecheneg[-]"
gunpkpDesc,"Kalashnikov PKP Infantry Machine Gun\n\nUses Ammo Type: [D3CE1D]7.62×54R[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunaks74un,"[09FF00]AKS-74UN[-]"
gunaks74unDesc,"Kalashnikov AKS-74UN Assault Rifle\n\nUses Ammo Type: [D3CE1D]5.45×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunak74n,"[09FF00]AK-74N[-]"
gunak74nDesc,"Kalashnikov AK-74N Assault Rifle\n\nUses Ammo Type: [D3CE1D]5.45×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]\n\nRequires a grip to equip flashlights/lasers."
gunak74m,"[004CFF]AK-74M[-]"
gunak74mDesc,"Kalashnikov AK-74M Assault Rifle\n\nUses Ammo Type: [D3CE1D]5.45×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]\n\nRequires a grip to equip flashlights/lasers."
gunak12,"[BB00FF]AK-12[-]"
gunak12Desc,"Kalashnikov AK-12 Assault Rifle\n\nUses Ammo Type: [D3CE1D]5.45×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunak107,"[BB00FF]AK-107[-]"
gunak107Desc,"Kalashniswoop AK-107 Assault Rifle\n\nUses Ammo Type: [D3CE1D]5.45×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunsks,"[09FF00]SKS[-]"
gunsksDesc,"Simonov SKS Assault Rifle\n\nUses Ammo Type: [D3CE1D]7.62×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunakmn,"[09FF00]AKMN[-]"
gunakmnDesc,"Kalashnikov AKMN Assault Rifle\n\nUses Ammo Type: [D3CE1D]7.62×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]\n\nRequires a grip to equip flashlights/lasers."
gunak103,"[004CFF]AK-103[-]"
gunak103Desc,"Kalashnikov AK-103 Assault Rifle\n\nUses Ammo Type: [D3CE1D]7.62×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]\n\nRequires a grip to equip flashlights/lasers."
gunak109,"[BB00FF]AK-109[-]"
gunak109Desc,"Kalashniswoop AK-109 Assault Rifle\n\nUses Ammo Type: [D3CE1D]7.62×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunrd704,"[BB00FF]RD-704[-]"
gunrd704Desc,"Rifle Dynamics RD-704 Assault Rifle\n\nUses Ammo Type: [D3CE1D]7.62×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunmk47,"[BB00FF]Mk47 'Mutant'[-]"
gunmk47Desc,"CMMG Mk47 Mutant Assault Rifle\n\nUses Ammo Type: [D3CE1D]7.62×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gun9a91,"[09FF00]9A-91[-]"
gun9a91Desc,"9A-91 Assault Rifle\n\nUses Ammo Type: [D3CE1D]9×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunvss,"[004CFF]VSS Vintorez[-]"
gunvssDesc,"VSS Vintorez Assault Rifle\n\nUses Ammo Type: [D3CE1D]9×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunasval,"[BB00FF]AS VAL[-]"
gunasvalDesc,"AS VAL Assault Rifle\n\nUses Ammo Type: [D3CE1D]9×39[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunaxmc,"[BB00FF]AXMC[-]"
gunaxmcDesc,"Accuracy International AXMC Sniper Rifle\n\nUses Ammo Type: [D3CE1D].338 Lapua Magnum[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]\n\nSniper Bonus: Deals [4FBE28]100%[-] extra damage."
gunswordmk18,"[FFD700]Mk-18[-]"
gunswordmk18Desc,"SWORD International Mk-18 Marksman Rifle\n\nUses Ammo Type: [D3CE1D].338 Lapua Magnum[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]\n\nDMR Bonus: Deals [4FBE28]100%[-] extra damage."

gunfn40gl,"[09FF00]FN40GL[-]"
gunfn40glDesc,"FN40GL Mk2 Grenade Launcher\n\nUses Ammo Type: [D3CE1D]40×46mm[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunchinalake,"[004CFF]China Lake[-]"
gunchinalakeDesc,"NAWS China Lake Grenade Launcher\n\nUses Ammo Type: [D3CE1D]40×46mm[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"
gunm32a1mgl,"[BB00FF]M32A1[-]"
gunm32a1mglDesc,"Milkor M32A1 MSGL Grenade Launcher\n\nUses Ammo Type: [D3CE1D]40×46mm[-]\nRepaired with: [D3CE1D]Weapon Repair Kit[-]"

modArmorHelmetLight,"Old Helmet Light"
modArmorHelmetLight2,"Helmet Light"
modArmorHelmetLight3,"[09FF00]'Lumen' Helmet Light[-]"
modArmorHelmetLightDesc,"A old weak light source that can be installed into any head armor.\n\nUse the Light Source ([action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]) action to activate."
modArmorHelmetLight2Desc,"A light source that can be installed into any head armor.\n\nUse the Light Source ([action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]) action to activate."
modArmorHelmetLight3Desc,"A very bright light source that can be installed into any head armor.\n\nUse the Light Source ([action:permanent:ToggleFlashlight][action:local:ToggleFlashlight]) action to activate."

modbipodrailRexana,"[BB00FF]BT10 V8 Atlas Bipod[-]"
modbipodrailRexanaDesc,"Weight: [4FBE28]0.310kg[-]\nErgonomics: [FF4F33]-10%[-] / [4FBE28]+25%[-] when deployed\nHipfire Accuracy: [FF4F33]-12%[-]\nRecoil: [4FBE28]-95%[-] when deployed\n\nCompatibility: most firearms"
modgriphksturmgriff,"[09FF00]HK Sturmgriff[-]"
modgriphksturmgriffDesc,"Weight: [4FBE28]0.070kg[-]\nErgonomics: [4FBE28]+7.5%[-]\nHipfire Accuracy: [4FBE28]+10%[-]\n\nCompatibility: General grip fits on most firearms. Some guns without a rail system require a rail handguard to equip grips."
modgripmagpulrvg,"[004CFF]Magpul RVG[-]"
modgripmagpulrvgDesc,"Weight: [4FBE28]0.080kg[-]\nErgonomics: [4FBE28]+20%[-]\nHipfire Accuracy: [4FBE28]+20%[-]\n\nCompatibility: General grip fits on most firearms. Some guns without a rail system require a rail handguard to equip grips."
modgripzenitrk1,"[BB00FF]Zenit RK-1 VG[-]"
modgripzenitrk1Desc,"Weight: [4FBE28]0.170kg[-]\nErgonomics: [4FBE28]+30%[-]\nHipfire Accuracy: [4FBE28]+30%[-]\n\nCompatibility: General grip fits on most firearms. Some guns without a rail system require a rail handguard to equip grips."
modgripzenitb25urk1,"[BB00FF]Zenit RK-1 (B-25U)[-]"
modgripzenitb25urk1Desc,"Weight: [4FBE28]0.180kg[-]\nErgonomics: [4FBE28]+25%[-]\nHipfire Accuracy: [4FBE28]+35%[-]\n\nCompatibility: General grip fits on most firearms. Some guns without a rail system require a rail handguard to equip grips."

modscopePU3_5x,"[09FF00]PU 3.5x Scope[-]"
modscopePU3_5xDesc,"Weight: [4FBE28]0.440kg[-]\n\nCompatibility: most firearms"
modscopeaimpointAcroP1,"[09FF00]Aimpoint ACRO P-1 Reflex Sight[-]"
modscopeaimpointAcroP1Desc,"Weight: [4FBE28]0.130kg[-]\n\nCompatibility: most firearms"
modscopeaimpointMicroH2,"[09FF00]Aimpoint Micro H2 Reflex Sight[-]"
modscopeaimpointMicroH2Desc,"Weight: [4FBE28]0.109kg[-]\n\nCompatibility: most firearms"
modscopeaimpointMicroT1,"[09FF00]Aimpoint Micro T1 Reflex Sight[-]"
modscopeaimpointMicroT1Desc,"Weight: [4FBE28]0.099kg[-]\n\nCompatibility: most firearms"
modscopeBelOMOpk06,"[09FF00]BelOMO PK-06 Reflex Sight[-]"
