Key,english
ammoEft4630mmHKDesc,"4.6×30 Ball Ammo.\nLight ammo with average performance. Decent damage and penetration for its size. Ineffective against armored zombies.\n\nStacksize: 1500\nCan penetrate a block of up to 750 hitpoints."
ammoEft4630mmHKAPDesc,"4.6×30 Armor Piercing Ammo.\nDecent penetration for breaking through low to mid-level armor, but lower base damage.\n\nStacksize: 1500\nCan penetrate a block of up to 1500 hitpoints."
ammoEft4630mmHKHPDesc,"4.6×30 Hollow Point Ammo\nHigh damage against unarmored targets but struggles with armor.\n\nStacksize: 1500"
ammoEft5728FNDesc,"5.7×28 Ball Ammo.\nLight ammo with average performance. Decent damage and penetration for its size. Ineffective against armored zombies.\n\nStacksize: 1000\nCan penetrate a block of up to 750 hitpoints."
ammoEft5728FNAPDesc,"5.7×28 Armor Piercing Ammo.\nDecent penetration for breaking through low to mid-level armor, but lower base damage.\n\nStacksize: 1000\nCan penetrate a block of up to 1500 hitpoints."
ammoEft5728FNHPDesc,"5.7×28 Hollow Point Ammo\nHigh damage against unarmored targets but struggles with armor.\n\nStacksize: 1000"
ammoEft50aeDesc,".50 Action Express Ball Ammo.\nHeavy-hitting standard ammo with solid damage and penetration. Ineffective against armored zombies.\n\nStacksize: 200\nCan penetrate a block of up to 750 hitpoints."
ammoEft50aeHPDesc,".50 Action Express Hollow Point Ammo\nDevastating damage on soft targets but poor armor penetration.\n\nStacksize: 200"
ammoEft7mmShotgunDesc,"12/70 7mm Buckshot.\nDoes extremely high damage against all soft targets, but is almost useless against armored zombies, is very inaccurate and quickly looses damage over distance.\n\nStacksize: 150"
ammoEftAP20SlugDesc,"12/70 'AP-20' Slug.\nIs very effective against armored zombies. It's more accurate and has a higher maximum range.\n\nStacksize: 150\nCan penetrate a block of up to 1500 hitpoints."
ammoEftFlechetteShotgunDesc,"12/70 Flechette\nIs very effective against armored zombies, but has less range and penetration than AP-20 Slugs.\n\nStacksize: 150"
ammoEftBarricadeSlugDesc,"23×75 'Barrikada'.\nIs very effective against armored zombies. It's more accurate and has a higher maximum range.\n\nStacksize: 100\nCan penetrate a block of up to 1500 hitpoints."
ammoEftShrapnel25ShotgunDesc,"23×75 'Shrap 25'.\nDoes extremely high damage against all soft targets, but is almost useless against armored zombies, is very inaccurate and quickly looses damage over distance.\n\nStacksize: 100"
ammoEft338,".338LAPUA Magnum - FMJ"
ammoEft338AP,".338LAPUA Magnum - AP"
ammoEft338HP,".338LAPUA Magnum - TAC-X"
ammoEft338LAPUAmagnumDesc,".338LAPUA Magnum Ball Ammo.\nDoes medium damage against all targets and is considerably effective against armored zombies.\n\nStacksize: 180\nCan penetrate a block of up to 1200 hitpoints."
ammoEft338LAPUAmagnumAPDesc,".338LAPUA Magnum Armor Piercing Ammo.\nDoes lower damage against all targets than ball ammo, but is three times more effective against armored zombies. It also penetrates more enemies and is very useful in hordes. Is also is a bit more accurate and has a higher maximum range.\n\nStacksize: 180\nCan penetrate a block of up to 2000 hitpoints."
ammoEft338LAPUAmagnumHPDesc,".338LAPUA Magnum Hollow Point Ammo\nDoes very high damage against soft targets, but is ineffective against armored zombies.\n\nStacksize: 180"
ammoEft9x39SP5,"9x39mm - SP5"
ammoEft9x39BP,"9x39mm - BP"
ammoEft9x39SP5Desc,"9x39mm - SP5 Ammo.\nDoes medium damage against all targets and is considerably effective against armored zombies.\n\nStacksize: 300\nCan penetrate a block of up to 500 hitpoints."
ammoEft9x39BPDesc,"9x39mm - BP Armor Piercing Ammo.\nDoes lower damage against all targets than ball ammo, but is three times more effective against armored zombies. It also penetrates more enemies and is very useful in hordes. Is also is a bit more accurate and has a higher maximum range.\n\nStacksize: 300\nCan penetrate a block of up to 1000 hitpoints."
ammoEft50AEHawkJSP,".50AE - Hawk JSP"
ammoEft50AEJHP,".50AE - JHP"
ammoEft50AEHawkJSPDesc,".50 Action Express Ball Ammo.\nDoes medium damage against all targets, but is ineffective against armored zombies.\n\nStacksize: 100\nCan penetrate a block of up to 1500 hitpoints."
ammoEft50AEJHPDesc,".50 Action Express Hollow Point Ammo\nDoes very high damage against soft targets, but is almost useless against armored zombies.\n\nStacksize: 100"
ammoEft4046381,"40×46mm M381 (HE) Grenade"
ammoEft4053vog25,"40×53mm VOG-25 Grenade"

BigBoomBoomSSkillMagazine,"Big Boom Boom"
BigBoomBoomSSkillMagazineDesc,"Crafting Explosives.\nBoom Blow things up."
craftingBigBoomBoom,"Big Boom Boom"
craftingBigBoomBoomName,"Big Boom Boom"
craftingBigBoomBoomDesc,"Reading [DECEA3]Grenades & Rockets[-] enables you to craft Grenades & Rockets."
craftingBigBoomBoomLongDesc,"Long Desc"

resource_item_other_powder,"Gunpowder 'Kite'"
resource_item_other_powderDesc,"A crucial component in the production of various types of small-caliber ammunition, essential for ensuring proper performance and consistency.\nCrafted in lots of [D3CE1D]8[-]."
resource_item_other_powder_green,"Gunpowder 'Eagle'"
resource_item_other_powder_greenDesc,"A crucial component in the production of various types of medium-caliber ammunition, essential for ensuring proper performance and consistency.\nCrafted in lots of [D3CE1D]8[-]."
resource_item_other_powder_red,"Gunpowder 'Hawk'"
resource_item_other_powder_redDesc,"A crucial component in the production of various types of high-caliber ammunition, essential for ensuring proper performance and consistency.\nCrafted in lots of [D3CE1D]8[-]."
resourceOxBbleach,"Ox Bleach"
resourceOxBbleachDesc,"Bleach can be used to disinfect water. Is an useful ingredient in chemical crafting."
resourceCanisterWithPurifiedWater,"Canister With Purified Water"
resourceCanisterWithPurifiedWaterDesc,"This canister contains a lot of valuable water. It can be used in chemical crafting too."

resourceCellulosePowder,"Cellulose Powder"
resourceCellulosePowderDesc,"Cellulose powder constitutes one-eighth of the total composition in the production of nitrocellulose powder.\nCrafted in lots of [D3CE1D]8[-]."
resourceNitricAcid,"HNO₃ (~68%)"
resourceNitricAcidDesc,"Nitric Acid constitutes three-eighth of the total composition in the production of nitrocellulose powder."
resourceSulfuricAcid,"H₂SO₄ (~98%)"
resourceSulfuricAcidDesc,"Sulfuric Acid constitutes four-eighth of the total composition in the production of nitrocellulose powder."

resourceLowCaliberCasing,"Bullet Cartridge (Low Caliber)"
resourceLowCaliberCasingDesc,"Small-caliber casings are a crucial component in the production of various types of ammunition."
resourceMedCaliberCasing,"Bullet Cartridge (Medium Caliber)"
resourceMedCaliberCasingDesc,"Medium-caliber casings are a crucial component in the production of various types of ammunition."
resourceHighCaliberCasing,"Bullet Cartridge (Large Caliber)"
resourceHighCaliberCasingDesc,"Large-caliber casings are a crucial component in the production of various types of ammunition."
resourceLowCaliberBulletTip,"Bullet Tip (Low Caliber)"
resourceLowCaliberBulletTipDesc,"Small-caliber bullet tips are a crucial component in the production of various types of ammunition."
resourceMedCaliberBulletTip,"Bullet Tip (Medium Caliber)"
resourceMedCaliberBulletTipDesc,"Medium-caliber bullet tips are a crucial component in the production of various types of ammunition."
resourceHighCaliberBulletTip,"Bullet Tip (Large Caliber)"
resourceHighCaliberBulletTipDesc,"Large-caliber bullet tips are a crucial component in the production of various types of ammunition."
resourceEmptyShotgunShell,"Empty Shotgun Shell"
resourceEmptyShotgunShellDesc,"Shotgun shells are crucial in the production of any kind of shoutgun ammunition."

resourceOFZ30x165mmShell,"30×165mm Shell"
resourceOFZ30x165mmShellDesc,"A big round. Could be disassembled or maybe someone buys it for some money."
resourceTP200TNTBrick,"TP200 TNT Brick"
resourceTP200TNTBrickDesc,"An useful ingredient in crafting explosives."
resourceUZRGMGrenadeFuze,"Grenade Fuse"
resourceUZRGMGrenadeFuzeDesc,"Can be used for grenades."

schematicsAmmoEft54539AP,"5.45×39 Armor Piercing Schematic"
schematicsAmmoEft54539HP,"5.45×39 Hollow Point Schematic"
schematicsAmmoEft55645NATOAP,"5.56×45 Armor Piercing Schematic"
schematicsAmmoEft55645NATOHP,"5.56×45 Hollow Point Schematic"
schematicsAmmoEft300BblkAP,".300blk Armor Piercing Schematic"
schematicsAmmoEft300blkHP,".300blk Hollow Point Schematic"
schematicsAmmoEft76239AP,"7.62×39 Armor Piercing Schematic"
schematicsAmmoEft76239HP,"7.62×39 Hollow Point Schematic"
schematicsAmmoEft939AP,"9×39 Armor Piercing Schematic"
schematicsAmmoEft939HP,"9×39 Hollow Point Schematic"
schematicsAmmoEft76251NATOAP,"7.62×51 Armor Piercing Schematic"
schematicsAmmoEft76251NATOHP,"7.62×51 Hollow Point Schematic"
schematicsAmmoEft76254RAP,"7.62×54R Armor Piercing Schematic"
schematicsAmmoEft76254RHP,"7.62×54R Hollow Point Schematic"
schematicsAmmoEft12755PS12,"12.7×55 Ball Schematic"
schematicsAmmoEft12755PS12A,"12.7×55 Hollow Point Schematic"
schematicsAmmoEft12755PS12B,"12.7×55 Armor Piercing Schematic"
schematicsAmmoEft338,".338 Lapua Magnum Ball Schematic"
schematicsAmmoEft338AP,".338 Lapua Magnum Armor Piercing Schematic"
schematicsAmmoEft338HP,".338 Lapua Magnum Hollow Point Schematic"
schematicsAmmoEft919mmAP,"9×19 Armor Piercing Schematic"
schematicsAmmoEft919mmHP,"9×19 RIP Schematic"
schematicsAmmoEft921mmAP,"9×21 Armor Piercing Schematic"
schematicsAmmoEft921mmHP,"9×21 Hollow Point Schematic"
schematicsAmmoEft45ACPAP,".45ACP Armor Piercing Schematic"
schematicsAmmoEft45ACPRIP,".45ACP RIP Schematic"
schematicsAmmoEft4630mmHK,"4.6×30 Ball Schematic"
schematicsAmmoEft4630mmHKAP,"4.6×30 Armor Piercing Schematic"
schematicsAmmoEft4630mmHKHP,"4.6×30 Hollow Point Schematic"
schematicsAmmoEft5728FN,"5.7×28 Ball Schematic"
schematicsAmmoEft5728FNAP,"5.7×28 Armor Piercing Schematic"
schematicsAmmoEft5728FNHP,"5.7×28 Hollow Point Schematic"
schematicsammoEft50ae,".50AE Ball Schematic"
schematicsammoEft50aeHP,".50AE Hollow Point Schematic"
schematicsAmmoEftFlechetteShotgun,"12/70 Flechette Schematic"
schematicsAmmoEftAP20Slug,"12/70 AP-20 Schematic"
modAmmoShrap25Schematic,"Shrapnel-25 Schematic"
schematicsAmmoEftBarricadeSlug,"'Barrikada' Schematic"

bundleAmmoBoxT1Ammo,"Ammo Box"
bundleAmmoBoxT2Ammo,"Ammo Box"
bundleAmmoBoxT3Ammo,"Ammo Box"

bundleAmmoBoxGroupDesc,"Ammo boxes contain large amounts of ammunition."

disassembleAmmo0,"Shell Disassembly"
disassembleAmmo1,"Bullet Disassembly"
disassembleAmmo2,"Bullet Disassembly"
disassembleAmmo3,"Bullet Disassembly"
disassembleAmmo4,"Bullet Disassembly"
disassembleAmmo5,"Bullet Disassembly"
disassembleAmmo6,"Bullet Disassembly"
disassembleAmmo7,"Bullet Disassembly"
disassembleAmmo8,"Bullet Disassembly"
disassembleAmmo9,"Bullet Disassembly"
disassembleAmmo10,"Bullet Disassembly"
disassembleAmmo11,"Bullet Disassembly"
disassembleAmmo12,"Bullet Disassembly"
disassembleAmmo13,"Bullet Disassembly"
disassembleAmmo14,"Bullet Disassembly"
disassembleAmmo15,"Bullet Disassembly"
disassembleAmmo16,"Bullet Disassembly"
disassembleAmmo17,"Bullet Disassembly"
disassembleAmmo18,"Bullet Disassembly"
disassembleAmmo19,"Bullet Disassembly"
disassembleAmmo20,"Bullet Disassembly"
disassembleAmmo21,"Bullet Disassembly"
disassembleAmmo22,"Bullet Disassembly"
disassembleAmmo23,"Bullet Disassembly"
disassembleAmmo24,"Bullet Disassembly"
disassembleAmmo25,"Bullet Disassembly"
disassembleAmmo26,"Bullet Disassembly"
disassembleAmmo27,"Bullet Disassembly"
disassembleAmmo28,"Bullet Disassembly"
disassembleAmmo29,"Bullet Disassembly"
disassembleAmmo30,"Bullet Disassembly"
disassembleAmmo31,"Bullet Disassembly"
disassembleAmmo32,"Bullet Disassembly"
disassembleAmmo33,"Bullet Disassembly"
disassembleAmmo34,"Bullet Disassembly"
disassembleAmmo35,"Bullet Disassembly"
disassembleAmmo36,"Bullet Disassembly"
disassembleAmmo37,"Bullet Disassembly"
disassembleAmmo38,"Bullet Disassembly"
disassembleAmmo39,"Bullet Disassembly"
disassembleAmmo40,"Bullet Disassembly"
disassembleAmmo41,"Bullet Disassembly"
disassembleAmmo42,"Bullet Disassembly"
disassembleAmmo43,"Bullet Disassembly"
disassembleAmmo44,"Bullet Disassembly"
disassembleAmmo45,"Bullet Disassembly"
disassembleAmmo46,"Bullet Disassembly"
disassembleAmmo47,"Bullet Disassembly"
disassembleAmmo48,"Bullet Disassembly"
disassembleAmmo49,"Bullet Disassembly"
disassembleAmmo50,"Bullet Disassembly"
disassembleAmmo51,"Bullet Disassembly"
disassembleAmmo52,"Grenade Disassembly"
disassembleAmmo53,"Grenade Disassembly"
disassembleAmmo54,"Grenade Disassembly"
disassembleAmmo55,"Grenade Disassembly"
disassembleAmmo1_x10,"Bullet Disassembly (×10)"
disassembleAmmo2_x10,"Bullet Disassembly (×10)"
disassembleAmmo3_x10,"Bullet Disassembly (×10)"
disassembleAmmo4_x10,"Bullet Disassembly (×10)"
disassembleAmmo5_x10,"Bullet Disassembly (×10)"
disassembleAmmo6_x10,"Bullet Disassembly (×10)"
disassembleAmmo7_x10,"Bullet Disassembly (×10)"
disassembleAmmo8_x10,"Bullet Disassembly (×10)"
disassembleAmmo9_x10,"Bullet Disassembly (×10)"
disassembleAmmo10_x10,"Bullet Disassembly (×10)"
disassembleAmmo11_x10,"Bullet Disassembly (×10)"
disassembleAmmo12_x10,"Bullet Disassembly (×10)"
disassembleAmmo13_x10,"Bullet Disassembly (×10)"
disassembleAmmo14_x10,"Bullet Disassembly (×10)"
disassembleAmmo15_x10,"Bullet Disassembly (×10)"
disassembleAmmo16_x10,"Bullet Disassembly (×10)"
disassembleAmmo17_x10,"Bullet Disassembly (×10)"
disassembleAmmo18_x10,"Bullet Disassembly (×10)"
disassembleAmmo19_x10,"Bullet Disassembly (×10)"
disassembleAmmo20_x10,"Bullet Disassembly (×10)"
disassembleAmmo21_x10,"Bullet Disassembly (×10)"
disassembleAmmo22_x10,"Bullet Disassembly (×10)"
disassembleAmmo23_x10,"Bullet Disassembly (×10)"
disassembleAmmo24_x10,"Bullet Disassembly (×10)"
disassembleAmmo25_x10,"Bullet Disassembly (×10)"
disassembleAmmo26_x10,"Bullet Disassembly (×10)"
disassembleAmmo27_x10,"Bullet Disassembly (×10)"
disassembleAmmo28_x10,"Bullet Disassembly (×10)"
disassembleAmmo29_x10,"Bullet Disassembly (×10)"
disassembleAmmo30_x10,"Bullet Disassembly (×10)"
disassembleAmmo31_x10,"Bullet Disassembly (×10)"
disassembleAmmo32_x10,"Bullet Disassembly (×10)"
disassembleAmmo33_x10,"Bullet Disassembly (×10)"
disassembleAmmo34_x10,"Bullet Disassembly (×10)"
disassembleAmmo35_x10,"Bullet Disassembly (×10)"
disassembleAmmo36_x10,"Bullet Disassembly (×10)"
disassembleAmmo37_x10,"Bullet Disassembly (×10)"
disassembleAmmo38_x10,"Bullet Disassembly (×10)"
disassembleAmmo39_x10,"Bullet Disassembly (×10)"
disassembleAmmo40_x10,"Bullet Disassembly (×10)"
disassembleAmmo41_x10,"Bullet Disassembly (×10)"
disassembleAmmo42_x10,"Bullet Disassembly (×10)"
disassembleAmmo43_x10,"Bullet Disassembly (×10)"
disassembleAmmo44_x10,"Bullet Disassembly (×10)"
disassembleAmmo45_x10,"Bullet Disassembly (×10)"
disassembleAmmo46_x10,"Bullet Disassembly (×10)"
disassembleAmmo47_x10,"Bullet Disassembly (×10)"
disassembleAmmo48_x10,"Bullet Disassembly (×10)"
disassembleAmmo49_x10,"Bullet Disassembly (×10)"
disassembleAmmo50_x10,"Bullet Disassembly (×10)"
disassembleAmmo51_x10,"Bullet Disassembly (×10)"
disassembleAmmo1_x100,"Bullet Disassembly (×100)"
disassembleAmmo2_x100,"Bullet Disassembly (×100)"
disassembleAmmo3_x100,"Bullet Disassembly (×100)"
disassembleAmmo4_x100,"Bullet Disassembly (×100)"
disassembleAmmo5_x100,"Bullet Disassembly (×100)"
disassembleAmmo6_x100,"Bullet Disassembly (×100)"
disassembleAmmo7_x100,"Bullet Disassembly (×100)"
disassembleAmmo8_x100,"Bullet Disassembly (×100)"
disassembleAmmo9_x100,"Bullet Disassembly (×100)"
disassembleAmmo10_x100,"Bullet Disassembly (×100)"
disassembleAmmo11_x100,"Bullet Disassembly (×100)"
disassembleAmmo12_x100,"Bullet Disassembly (×100)"
disassembleAmmo13_x100,"Bullet Disassembly (×100)"
disassembleAmmo14_x100,"Bullet Disassembly (×100)"
disassembleAmmo15_x100,"Bullet Disassembly (×100)"
disassembleAmmo16_x100,"Bullet Disassembly (×100)"
disassembleAmmo17_x100,"Bullet Disassembly (×100)"
disassembleAmmo18_x100,"Bullet Disassembly (×100)"
disassembleAmmo19_x100,"Bullet Disassembly (×100)"
disassembleAmmo20_x100,"Bullet Disassembly (×100)"
disassembleAmmo21_x100,"Bullet Disassembly (×100)"
disassembleAmmo22_x100,"Bullet Disassembly (×100)"
disassembleAmmo23_x100,"Bullet Disassembly (×100)"
disassembleAmmo24_x100,"Bullet Disassembly (×100)"
disassembleAmmo25_x100,"Bullet Disassembly (×100)"
disassembleAmmo26_x100,"Bullet Disassembly (×100)"
disassembleAmmo27_x100,"Bullet Disassembly (×100)"
disassembleAmmo28_x100,"Bullet Disassembly (×100)"
disassembleAmmo29_x100,"Bullet Disassembly (×100)"
disassembleAmmo30_x100,"Bullet Disassembly (×100)"
disassembleAmmo31_x100,"Bullet Disassembly (×100)"
disassembleAmmo32_x100,"Bullet Disassembly (×100)"
disassembleAmmo33_x100,"Bullet Disassembly (×100)"
disassembleAmmo34_x100,"Bullet Disassembly (×100)"
disassembleAmmo35_x100,"Bullet Disassembly (×100)"
disassembleAmmo36_x100,"Bullet Disassembly (×100)"
disassembleAmmo37_x100,"Bullet Disassembly (×100)"
disassembleAmmo38_x100,"Bullet Disassembly (×100)"
